IDProtocollo,Progressivo,IDVeicolo,TipoVeicolo,StatoVeicolo,Marca,Modello
2704531,1,1040119,Motociclo a solo,In marcia / fermata / arresto,Honda,Hornet 600
2704531,2,1040127,Autovettura privata,In marcia / fermata / arresto,Toyota,AYGO'
2704533,1,1040202,Motociclo a solo,In marcia / fermata / arresto,Aprilia,Habama
2704539,1,1040315,Motociclo a solo,In marcia / fermata / arresto,Kymco,(non accertato)
2704539,2,1040319,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2704541,1,1040129,Autovettura privata,In marcia / fermata / arresto,Fiat,Bravo
2704541,2,1040133,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2704542,1,1040287,Autovettura privata,In marcia / fermata / arresto,Mercedes,A180
2704542,2,1040290,Autovettura privata,In marcia / fermata / arresto,Opel,Zafira
2704545,1,1040204,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2704546,1,1041452,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo Coup�
2704546,2,1041454,Autovettura privata,Sosta,Toyota,Yaris
2704546,3,1041457,Autovettura privata,Sosta,Ford,KA
2704546,4,1041460,Autovettura privata,In marcia / fermata / arresto,Peugeot,206
2704555,1,1040053,Autovettura privata,In marcia / fermata / arresto,Citroen,Nemo
2704555,2,1040055,Autovettura privata,Sosta,Peugeot,208
2704556,1,1040071,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2704556,2,1040076,Ciclomotore,In marcia / fermata / arresto,Piaggio,Liberty
2704562,1,1040056,Autovettura privata,In marcia / fermata / arresto,Fiat,Stilo
2704562,2,1040066,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Beverly
2704571,1,1040060,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,147
2704578,1,1040065,Motociclo a solo,In marcia / fermata / arresto,Honda,PES 150
2704578,2,1040072,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2704580,1,1040067,Quadriciclo leggero,In marcia / fermata / arresto,quadriciclo,Ligier
2704580,2,1040083,Autovettura pubblica,In marcia / fermata / arresto,Land Rover,AR 90
2704586,1,1040206,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,(ignoto)
2704589,1,1040208,Autovettura privata,In marcia / fermata / arresto,Peugeot,3008
2704592,1,1040165,Autovettura privata,In marcia / fermata / arresto,Audi,A 3
2704592,2,1040179,Autovettura privata,Sosta,Fiat,600
2704592,3,1040184,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler,Smart 451
2704594,1,1040213,Motociclo a solo,In marcia / fermata / arresto,Kimco,People
2704599,1,1040221,Motociclo a solo,In marcia / fermata / arresto,Ducati,Monster
2704603,1,1040185,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2704614,1,1040836,Motociclo a solo,In marcia / fermata / arresto,Triumph,Street Triple
2704615,1,1040136,Autovettura privata,Sosta,Ford,Fiesta
2704615,2,1040139,Autovettura privata,In marcia / fermata / arresto,Audi,(ignoto)
2704617,1,1040848,Autovettura privata,In marcia / fermata / arresto,Audi,A1
2704617,2,1040891,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2704617,3,1040944,Autovettura privata,In marcia / fermata / arresto,Seat,Leon
2704618,1,1040143,Autovettura privata,In marcia / fermata / arresto,Opel,Meriva
2704619,1,1040074,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2704619,2,1040080,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo Coup�
2704620,1,1040093,Autovettura privata,In marcia / fermata / arresto,Daimler,Smart
2704620,2,1040099,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper
2704622,1,1040109,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2704630,1,1041011,Autovettura privata,In marcia / fermata / arresto,Chrysler,Mercedes CLK
2704633,1,1040872,Autovettura privata,In marcia / fermata / arresto,Citroen,C 2
2704633,2,1040878,Autovettura privata,In marcia / fermata / arresto,Daihatsu,Cuore
2704639,1,1040855,Autovettura pubblica,In marcia / fermata / arresto,Fiat,Stilo
2704639,2,1040894,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2704639,3,1040922,Autovettura privata,Sosta,Alfa Romeo,156
2704639,4,1040928,Autovettura privata,Sosta,Renault,Scenic
2704639,5,1040932,Autovettura privata,Sosta,Mercedes,Smart
2704639,6,1040936,Autovettura privata,Sosta,Renault,Megane
2704646,1,1040081,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2704656,1,1040107,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2704656,2,1040086,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon
2704677,1,1040089,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2704677,2,1040110,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat Iveco,Magirus
2704681,1,1040094,Autovettura privata,In marcia / fermata / arresto,Dacia.,Duster
2704681,2,1040105,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Mercedes,312 DF
2704704,1,1040097,Autovettura privata,In marcia / fermata / arresto,Fiat,600
2704704,2,1040102,Autovettura privata,In marcia / fermata / arresto,Renault,(ignoto)
2704706,1,1040098,Autovettura privata,In marcia / fermata / arresto,Opel,AGILA
2704706,2,1040101,Autovettura privata,In marcia / fermata / arresto,Daimler Smart,FORTWO COUPE
2704733,1,1040108,Autovettura privata,In marcia / fermata / arresto,Peugeot,107
2704754,1,1040120,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2704762,1,1040123,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2704762,2,1040125,Autovettura privata,In marcia / fermata / arresto,Fiat,600
2704776,1,1040131,Autovettura privata,Sosta,Volkswagen,Polo
2704776,2,1040132,Autovettura privata,Allontanatosi,(ignoto),(non accertato)
2704785,1,1040175,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat Iveco,Daily
2704785,2,1040197,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2704802,1,1040138,Autovettura privata,In marcia / fermata / arresto,Skoda,Octavia
2704802,2,1040160,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2704809,1,1040156,Motociclo a solo,In marcia / fermata / arresto,Honda,CBF - 600
2704827,1,1040142,Autovettura privata,In marcia / fermata / arresto,Kia,Picanto
2704827,2,1040144,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150
2704827,3,1040148,Autocarro inferiore 35 q.,Sosta,Fiat Iveco,Daily
2704829,1,1040145,Autovettura privata,In marcia / fermata / arresto,Audi,A 4
2704829,2,1040147,Autovettura privata,In marcia / fermata / arresto,Autobianchi,Y 10
2704830,1,1040207,Autovettura privata,In marcia / fermata / arresto,Peugeot,206
2704830,2,1040209,Autovettura privata,Sosta,Citroen,C 3
2704830,3,1040211,Autovettura privata,Sosta,Daihatsu,Terios
2704832,1,1040146,Autovettura privata,In marcia / fermata / arresto,Mercedes,C200
2704832,2,1040149,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Matiz
2704832,3,1040154,Autovettura privata,Sosta,Nissan,Micra
2704832,4,1040162,Autovettura privata,Sosta,Lancia,Ypsilon
2704832,5,1040167,Autovettura privata,Sosta,Toyota,Aygo
2704850,1,1040158,Autovettura privata,In marcia / fermata / arresto,Opel,Astra
2704850,2,1040166,Autovettura privata,In marcia / fermata / arresto,Mercedes,E 250 CDI
2704850,3,1040173,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2704853,1,1040157,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2704853,2,1040163,Autocarro inferiore 35 q.,In marcia / fermata / arresto, Mercedes ,Vito
2704859,1,1040161,Autovettura privata,In marcia / fermata / arresto,Nissan,Pixo
2704859,2,1040174,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2704859,3,1040951,Autovettura privata,In marcia / fermata / arresto,Peugeot,308
2704871,1,1040170,Autovettura privata,Sosta,Fiat,Panda
2704871,2,1040176,Autovettura privata,Sosta,Opel,ADAM
2704880,1,1040177,Motociclo con passeggero,In marcia / fermata / arresto,Honda,SH 125
2704880,2,1040183,Motociclo a solo,In marcia / fermata / arresto,Honda,sh300
2704882,1,1040178,Autovettura privata,In marcia / fermata / arresto,BMW,318 D
2704882,2,1040572,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Beverly
2704894,1,1040191,Autovettura privata,In marcia / fermata / arresto,Opel,ADAM
2704895,1,1040203,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2704895,2,1040205,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo
2704897,1,1040188,Autovettura privata,In marcia / fermata / arresto,Mini,Cooper S
2704904,1,1040186,Autovettura privata,In marcia / fermata / arresto,Fiat,500 L
2704904,2,1040187,Autovettura privata,In marcia / fermata / arresto,Lancia,Musa
2704906,1,1040192,Motociclo a solo,In marcia / fermata / arresto,Yamaha,R 6
2704906,2,1040198,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2704941,1,1040212,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,MITO
2704976,1,1040223,Autovettura privata,In marcia / fermata / arresto,Peugeot,106
2704976,2,1040224,Motociclo a solo,In marcia / fermata / arresto,Honda,SH125
2704984,1,1040225,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2704984,2,1040228,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,147
2705012,1,1040226,Autovettura privata,In marcia / fermata / arresto,Renault,Twingo
2705012,2,1040230,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler,Smart Fortwo Coupe'
2705012,3,1040231,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat
2705029,1,1040236,Macchina operatrice,In marcia / fermata / arresto,Iveco,Ravo
2705029,2,1040240,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2705036,1,1040235,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2705046,1,1040245,Autovettura privata,Sosta,Lexus,(ignoto)
2705046,2,1040246,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2705047,1,1040247,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2705047,2,1040253,Autobus urbano,In marcia / fermata / arresto,Irisbus,491E.18.35
2705107,1,1040260,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2705107,2,1040261,Autovettura privata,Sosta,BMW,320
2705126,1,1040265,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2705126,2,1040266,Autovettura privata,In marcia / fermata / arresto,Toyota,Aygo
2705182,1,1040272,Autovettura privata,In marcia / fermata / arresto,Rover,Land - Freelander
2705200,1,1040283,Autovettura privata,In marcia / fermata / arresto,Alfa Lancia,Delta
2705200,2,1040289,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2705337,1,1040293,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris
2705337,2,1040296,Autovettura privata,In marcia / fermata / arresto,Kia,Sportage
2705337,3,1040297,Autovettura privata,In marcia / fermata / arresto,Alfa Romeo,Giulietta
2705348,1,1040301,Autovettura privata,In marcia / fermata / arresto,Fiat,Multipla Taxi
2705348,2,1040307,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2705398,1,1040317,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon
2705398,2,1040322,Autovettura privata,In marcia / fermata / arresto,Lancia,Dedra
2705404,1,1040312,Autovettura privata,In marcia / fermata / arresto,Mini,One
2705404,2,1040314,Autovettura privata,In marcia / fermata / arresto,Chevrolet,spark
2705406,1,1040323,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat,Fiorino
2705406,2,1040374,Autovettura privata,Sosta,Mercedes,Smart
2705531,1,1040345,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2705531,2,1040358,Motociclo a solo,In marcia / fermata / arresto,Piaggio,Vespa
2705534,1,1040351,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Man Nuzfahrzeuge,33 422 DFA
2705534,2,1040354,Motociclo a solo,In marcia / fermata / arresto,Yamaha,Majesty
2705547,1,1040352,Autovettura privata,In marcia / fermata / arresto,Seat,(non accertato)
2705547,2,1040355,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2705666,1,1040381,Motociclo a solo,In marcia / fermata / arresto,BMW,1200 GS
2705668,1,1040382,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat
2705668,2,1040383,Autocarro inferiore 35 q.,In marcia / fermata / arresto,Fiat Iveco,(mezzo militare)
2705675,1,1040385,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Passat
2705675,2,1040389,Autovettura privata,In marcia / fermata / arresto,Smart ,-
2705834,1,1040415,Autovettura privata,In marcia / fermata / arresto,Ford,Focus
2705834,2,1040416,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler,Smart Fortwo Coupe'
2705845,1,1040417,Autovettura privata,In marcia / fermata / arresto,Ford,Fiesta
2705845,2,1040419,Autovettura privata,In marcia / fermata / arresto,Volkswagen,Polo
2705851,1,1040418,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2705851,2,1040420,Autovettura privata,In marcia / fermata / arresto,Audi,A 3
2705851,3,1040421,Autovettura privata,In marcia / fermata / arresto,Toyota,Yaris Verso
2705866,1,1040422,Autovettura privata,In marcia / fermata / arresto,Fiat,600
2705866,2,1040423,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1
2705878,1,1040629,Autovettura privata,In marcia / fermata / arresto,Fiat,Bravo
2705878,2,1040638,Autovettura privata,In marcia / fermata / arresto,Daewoo,Captiva
2705886,1,1040530,Autovettura privata,In marcia / fermata / arresto,Smart ,(non accertato)
2705886,2,1040541,Autovettura privata,In marcia / fermata / arresto,Ford,S-MAX
2705892,1,1040506,Ciclomotore,In marcia / fermata / arresto,SYM, ay05w
2705892,2,1040509,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2705892,3,1040524,Autovettura privata,Sosta,Ford,Focus
2705895,1,1040425,Autovettura privata,In marcia / fermata / arresto,Renault,Clio
2705899,1,1040574,Motociclo a solo,In marcia / fermata / arresto,Suzuki,(non accertato)
2705899,2,1040580,Autovettura privata,In marcia / fermata / arresto,Smart ,-
2705900,1,1041024,Autovettura privata,In marcia / fermata / arresto,Lancia,Musa
2705902,1,1040699,Autobus urbano,In marcia / fermata / arresto,TEMSA,AVENUE LF
2705902,2,1042378,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2705907,1,1040702,Autocarro inferiore 35 q.,Sosta,Iveco,80 E
2705907,2,1040704,Autovettura privata,In marcia / fermata / arresto,Mercedes,Classe A
2705908,1,1040516,Autovettura privata,In marcia / fermata / arresto,Audi,A8
2705911,1,1040476,Autovettura privata,In marcia / fermata / arresto,Mercedes,A180CDI
2705916,1,1040437,Autovettura privata,In marcia / fermata / arresto,BMW,118 D
2705916,2,1040488,Autovettura privata,In marcia / fermata / arresto,Fiat,600
2705920,1,1040438,Autovettura privata,In marcia / fermata / arresto,Mini,One
2705926,1,1046197,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3
2705926,2,1046210,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2705934,1,1041863,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 125
2705934,2,1045661,Autobus di linea,In marcia / fermata / arresto,Fiat,Iveco
2705934,3,1045668,Autovettura privata,Sosta,Peugeot,307
2705942,1,1040426,Autovettura privata,In marcia / fermata / arresto,Fiat,Panda
2705942,2,1040431,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2705943,1,1040939,Autovettura privata,In marcia / fermata / arresto,Smart ,-
2705951,1,1040429,Autovettura privata,In marcia / fermata / arresto,Audi,(non accertato)
2705951,2,1040430,Autovettura privata,In marcia / fermata / arresto,Citroen,C 1
2705960,1,1040435,Autovettura privata,In marcia / fermata / arresto,Hyundai,i 10
2705961,1,1043544,Autovettura privata,In marcia / fermata / arresto,Lancia,Y
2705964,1,1045543,Autovettura privata,In marcia / fermata / arresto,Lancia,Ypsilon
2705966,1,1040432,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler Mercedes,ML 320
2705966,2,1040436,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3
2705968,1,1040433,Autovettura privata,In marcia / fermata / arresto,Nissan,Micra
2705968,2,1040434,Autobus di linea,In marcia / fermata / arresto,Fiat Iveco,(ignoto)
2705970,1,1040471,Autovettura privata,In marcia / fermata / arresto,Opel,Corsa
2705970,2,1040474,Motociclo a solo,In marcia / fermata / arresto,Honda,SH 150
2705972,1,1047263,Motociclo a solo,In marcia / fermata / arresto,Ducati,Monster
2705981,1,1040495,Autovettura privata,In marcia / fermata / arresto,Jeep,Renegade
2705981,2,1040504,Motociclo con passeggero,In marcia / fermata / arresto,Honda,PCX
2705998,1,1040479,Autovettura privata,In marcia / fermata / arresto,Daimler Chrysler,MERCEDES C220
2705998,2,1040493,Autovettura privata,In marcia / fermata / arresto,Fiat,Punto
2705999,1,1040439,Autovettura privata,In marcia / fermata / arresto,Land Rover,(ignoto)
2705999,2,1040449,Autovettura privata,In marcia / fermata / arresto,BMW,320D
2706005,1,1040440,Autovettura privata,In marcia / fermata / arresto,Chevrolet,Aveo
2706005,2,1040441,Velocipede,In marcia / fermata / arresto,Atala,(ignoto)
2706006,1,1040442,Autovettura privata,In marcia / fermata / arresto,Citroen,C 3
2706006,2,1040444,Autovettura privata,Sosta,Fiat,Stilo
2706030,1,1040548,Autovettura privata,In marcia / fermata / arresto,Citroen,DS3
2706030,2,1040549,Motociclo a solo,In marcia / fermata / arresto,Honda,Vision
2706032,1,1040447,Autovettura privata,In marcia / fermata / arresto,Mercedes,Smart Fortwo
2706032,2,1040448,Autovettura privata,In marcia / fermata / arresto,Fiat,500
2706048,1,1040451,Autovettura privata,Allontanatosi,(ignoto),(ignoto)
2706048,2,1040453,Autovettura privata,Sosta,Alfa Romeo,159
2706048,3,1040457,Autovettura privata,Sosta,Chevrolet,spark
